,Tweet,Sentiment
879,"1540. ""Anas menambahkan, LKPP kini bersama sejumlah kementerian/lembaga juga sedang merampungkan kodefikasi barang agar lebih terintegrasi sehingga akan memudahkan pemerintah dalam memotret penggunaan produk dalam negeri dalam belanja pemerintah. https://t.co/BXiwtENDdH""",15
880,"1631. ""Anas menyampaikan upaya lebih lanjut dalam upaya mendorong P3DN (Peningkatan penggunaan Produk Dalam Negeri) adalah dengan membantu UMK onboarding dalam Toko Daring di daerah.""",1631. Netral
881,"1632. ""“Ada intruksi khusus Bapak Presiden Jokowi dalam Ratas yang dituangkan dalam Inpres yakni memberikan pelayanan dan perlindungan kepada K/L yang membutuhkan peran Polri untuk program pengadaan barang/jasa pemerintah,” kata Anas dalam paparannya.""",1632. Netral
882,"1633. ""Pertemuan ini dihadiri oleh Wakapolri, serta pejabat internal tinggi Polri, Kapolda, hingga Polres, dan Pejabat PPK. Hadir pula Deputi Kepala BPKP Bidang PIP Bidang Polhukam PMK Taufiq Purwanto.""",1633. Netral
883,"1634. ""Jakarta - Kepala LKPP Abdullah Azwar Anas mengisi forum “Peningkatan Penggunaan Produk Dalam negeri (P3DN) Guna Mendukung Gerakan Nasional Bangga Buatan Indonesia (BBI)” pada Rapat Koordinasi yang digelar oleh Polri, Jumat (03/06) di Mabes Polri, Jakarta. https://t.co/ixtmbKzAG5""",1634. Netral
884,"1635. ""Tercium Aroma Tak Sedap Terkait Pembelanjaan Barang Dan Jasa Pemerintah Di BPKAD Jatim @JatimPemprov @LKPP_RI@KejaksaanRIhttps://t.co/JHw0e6sRhq""",1635. Negatif
885,"1636. ""Dalam SE tersebut selain dijelaskan tata cara evaluasi kewajaran harga, juga terdapat contoh format dokumen untuk memudahkan Pokja melaksanakan evaluasi kewajaran harga. SE Kepala LKPP Nomor 4 Tahun 2022 dapat diunduh di https://t.co/7VVytznhVZ. #LKPP #pbj #hargawajar https://t.co/cSH9ezNDiP""",1636. Netral
886,"1637. ""LKPP menerbitkan SE Kepala LKPP Nomor 4 Tahun 2022 Tentang Pedoman Pelaksanaan Tertib Evaluasi Kewajaran Harga Pada Tender Barang/Jasa Lainnya Dan Pekerjaan Konstruksi. #LKPP #pbj #hargawajar #evaluasikewajaranharga https://t.co/FpkF2O9Oyp""",1637. Netral
887,"1638. ""Halo Sobat Kredibel, dalam rangka memberikan penjelasan teknis pelaksanaan evaluasi kewajaran harga pada Tender Barang/Jasa Lainnya dan Pekerjaan Konstruksi bagi Pokja Pemilihan, #LKPP #pbj #hargawajar #evaluasikewajaranharga https://t.co/zpzU2CVgrb""",1638. Netral
888,"1639. ""Dear para pemangku jabatan di @LKPP_RI ...Kenapa server masih down?Pak @jokowi bagaimana kita mau tayang produk dalam negeri kalau server down?""",1639. Negatif
889,"1640. ""@LKPP_RI Apakah server e-Catalogue LKPP hari ini Down?""",1640
890,"1651. ""Untuk setiap kategori diberikan masing-masing kepada 5 Pemerintah Provinsi, 5 Pemerintah Kabupaten dan 5 Pemerintah Kota.""",1651. Netral
891,"1652. ""Empat kategori penghargaan yang diberikan oleh Kemendagri yakni kategori Realisasi Pendapatan Daerah tertinggi, Realisasi Belanja Daerah Tertinggi, Realisasi Peningkatan Pendapatan Asli Daerah (PAD) tertinggi, dan kategori Realisasi Program Taspen (Taspen Award).""",1652. Netral
892,"1653. ""--dan dibuka langsung oleh Menteri Dalam Negeri M. Tito Karnavian pada Kamis (2/6) di Jakarta.""",1653. Netral
893,"1654. ""Jakarta - Kepala LKPP Abdullah Azwar Anas menghadiri acara Penganugerahan Realisasi APBD dan Rapat Koordinasi Nasional (Rakornas) Keuangan Daerah Tahun 2022 yang diselenggarakan oleh Kementerian Dalam Negeri (Kemendagri)-- https://t.co/r9EdC5hQiO""",1654. Netral
894,"1655. ""Halo #Sobatkom!Gelaran Business Matching Tahap III kembali digelar di Jakarta Convention Center (JCC) pada 30-31 Mei 2022.@kemenkomarves @LKPP_RI @KemenPU #sakuinformasi#sakuineko2 https://t.co/EmCTP2IRTo""",1655. Netral
895,"1656. ""Bagi LKPP, Anas berharap di hari lahir Pancasila ini, pegawai LKPP dapat bekerja keras ditengah kesulitan ekonomi dan masalah bangsa. “Karena kesulitan ini dapat menjadi momentum agar LKPP punya sejarah mendorong percepatan dan pemerataan ekonomi di Indonesia.” Pungkas Anas. https://t.co/WOs2eo5xe9""",1656. Positif
896,"1657. ""Kepala LKPP juga berpesan bahwa dalam mendorong pemerataan ekonomi, insan pengadaan dapat mendorong pembangunan Katalog Elektronik Lokal.""",1657. Positif
897,"1658. ""Saat mengikuti upacara Hari Lahir Pancasila secara daring dari kantor LKPP, Kepala LKPP berpesan bahwa hari lahir Pancasila ini dapat dijadikan momentum untuk insan pengadaan bangkit dan mendorong pemerataan ekonomi seperti harapan dari Preiden RI pertama Ir. Soekarno.""",1658. Positif
898,"1659. ""“Pancasila bukan hanya telah mempersatukan kita semua, Pancasila juga telah menjadi bintang penuntun ketika bangsa Indonesia menghadapi tantangan dan ujian-ujian.” https://t.co/JKE7wVoT64""",1659. Positif
899,"1660. ""Dalam amanatnya, Presiden RI ke-7 Joko Widodo mengajak seluruh komponen bangsa Indonesia untuk bersama-sama membumikan Pancasila dan mengaktualisasikan nilai-nilai luhur Pancasila dalam kehidupan bermasyarakat, berbangsa dan bernegara.""",
900,"1661. ""Hari lahir Pancasila yang ditetapkan sebagai hari besar Nasional sejak tahun 2016 melalui Keputusan Presiden Nomor 24 Tahun 2016 tentang Hari Lahir Pancasila ini diperingati agar seluruh komponen bangsa Indonesia mengingat Pancasila sebagai ideologi bangsa. https://t.co/9G0TkOw4uj""",1661. Netral
901,"1662. ""Jakarta – Peringati Hari Lahir Pancasila, Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Abdullah Azwar Anas mengikuti upacara peringatan Hari Lahir Pancasila yang dilaksanakan secara hybrid dan dipimpin oleh Presiden RI Joko Widodo pada Rabu (1/6). https://t.co/8rBgCwPkQd""",1662. Netral
902,"1663. ""Selamat Hari Lahir Pancasila, 1 Juni 2022Sobat Kredibel, mari kita terus berjuang bersama perkokoh persatuan dan kesatuan bangsa untuk Indonesia maju dan sejahtera..Bangkit Bersama Membangun Peradaban Dunia!#LKPP#HariLahirPancasila https://t.co/AgFcVqbyXp""",1663. Positif
903,"1664. ""@LKPP_RI Mungkin perlu dipermudah lagi dokumen syarat pembayarannya""",1664. Netral
904,"1665. ""Pemerintah juga mendorong K/L/PD untuk memprioritaskan belanja pemerintah dengan anggaran APBN/APBD untuk penggunaan Produk Dalam Negeri dan produk Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi).""",1665. Netral
905,"1666. ""Hal ini sesuai dengan amanat Pasal 69, Perpres No.16 Tahun 2018 beserta perubahannya bahwa penyelenggaraan PBJ dilaksanakan secara elektronik melalui SPSE dan sistem pendukung sejak perencanaan hingga serah terima pekerjaan, termasuk pengelolaan penyedia dan katalog elektronik.""",1666. Netral
906,"1667. ""--Pekerjaan rumah kita bersama adalah bagaimana pengadaan bisa dilakukan keseluruhan secara elektronik end-to-end 100%. Dengan terbentuknya SPSE service provider Bawaslu bisa mewujudkan hal tersebut.” Ungkap Patria. https://t.co/WGbUzrg9KO""",1667. Netral
907,"1668. ""“Profil pengadaan nasional 2021, belanja Pengadaan Barang/Jasa (PBJ) kita sangat besar, anggaran belanja K/L/PD yakni 2.200 triliun dengan anggaran belanja pengadaan sekitar 1.100 triliun. Namun, belanja pengadaan yang terealisasi tidak tereksekusi secara elektronik 100%.--""",1668. Netral
908,"1669. ""Hal ini dilakukan pasca terbentuknya LPSE Bawaslu sebagai Sistem Pengadaan Secara Elektronik (SPSE) service provider.""",1669. Netral
909,"1670. ""Bogor - Tindak lanjut pasca penandatanganan Perjanjian Kerja Sama antara LKPP dan Bawaslu, Direktur Pengembangan Sistem Pengadaan Secara Elektronik LKPP Patria Susantosa hadir memberikan sharing session seputar strategi pengadaan di lingkungan Bawaslu. https://t.co/oeSxMBplMV""",1670.
910,"1701. ""#sobatpengadaanSaat ini program @BlangkonJateng sdh dapat bertransaksi s.d 200jt/transaksi lho..Yuk daftarkan usahamu dlm marketplace melalui pelatihan online..Caranya bs dsimak melalui infografis terlampir y..#transparansipengadaan @ganjarpranowo @LKPP_RI @provjateng https://t.co/FLiSdoMBEF""",1701. Positive
911,"1702. ""@LKPP_RI Buat akun pengelolanya lamaaaaa""",1702. Neutral
912,"1703. ""“Dengan katalog lokal tentunya akan menjadikan (UMK-Koperasi) lokal sebagai pemain utama di tingkat lokal,” pungkas Anas""",1703. Positive
913,"1704. ""Selain memberikan dukungan kepada UMK-Koperasi untuk masuk ke dalam Katalog Elektronik Lokal, LKPP juga terus mendorong Pemerintah Daerah untuk membangun Katalog Elektronik Lokal. Hal ini menjadi ruang yang luas bagi pelaku usaha lokal untuk berdaya di wilayahnya sendiri. https://t.co/JyViQWMav3""",1704. Positive
914,"1705. ""Katalog Elektronik Lokal dari 9 tahap menjadi 2 tahap, dan 8 tahap menjadi 2 tahap untuk Katalog Elektronik Nasional.""",1705. Neutral
915,"1706. ""Kemudahan lainnya yang diberikan oleh LKPP kepada pelaku UMK-Koperasi, untuk dapat menayangkan produknya dalam Katalog Elektronik Lokal adalah dengan memangkas proses masuknya produk ke dalam Katalog Elektronik.""",1706. Positive
916,"1707. ""Anas memaparkan 301 jenis produk yang wajib ber-SNI adalah yang berkaitan dengan keselamatan jiwa seperti air minum kemasan, helm, kabel listrik, ban, dan sebagainya. https://t.co/6V9noecU9q""",1707. Neutral
917,"1708. ""--Maka setelah kami berkoordinasi dengan Badan Standardisasi Nasional, yang wajib ber-SNI hanya 301 jenis produk. Selebihnnya sekitar 11.300 produk bersifat sukarela,” ujar Kepala LKPP Abdullah Azwar Anas seusai acara talkshow di salah satu stasiun televisi, Kamis (26/5).""",1708. Positive
918,"1709. ""“Perpresnya sudah jelas, UMK harus dibeli oleh APBN/APBD, tetapi selama ini sulit dieksekusi karena di katalog elektronik terlalu banyak persyaratan.--""",1709. Neutral
919,"1710. ""Sesuai arahan Presiden Joko Widodo, kewajiban pemenuhan sertifikat Standar Nasional Indonesia (SNI) dalam PBJP, khususnya untuk barang/jasa yang tidak berkaitan dengan keselamatan, telah dihapus. https://t.co/WhkpBpHmtm""",1710. Positive
920,"1881. ""Integrasi sistem besar yang saat ini sedang dikembangkan oleh LKPP bekerjasama dengan PT Telkom disebut akan menjadi sebuah lompatan sejarah bagi sistem keuangan dan belanja pemerintah Indonesia.""",1881. Netral
921,"1882. ""Kepala LKPP Abdullah Azwar Anas mengatakan, Presiden Joko Widodo telah memberikan arahan untuk membangun biggest marketplace untuk PBJP. ""Untuk itu kita perlu membangun sistem yang kuat. "" kata Anas saat membuka rapat koordinasi LKPP dengan Telkom pada Kamis (14/04) https://t.co/ZQ0Bl0DWQ6""",1882. Positif
922,"1883. ""LKPP bersama Telkom melakukan rapat bersama tindak lanjut integrasi sistem keuangan negara dan pengadaan barang/jasa pemerintah dalam satu ekosistem belanja negara. https://t.co/VnPkq5qLS5""",1883. Netral
923,"1884. ""Aris berharap dengan dilaksanakannya kegiatan ini peserta kegiatan mendapatkan tambahan ilmu dari para narasumber.""",1884. Netral
924,"1885. ""sehingga membuat pengadaan barang/jasa di Indonesia menjadi lebih baik kedepannya.""",1885. Positif
925,"1886. ""Direktur Advokasi Pemerintah Pusat LKPP M. Aris Suprianto dalam kesempatannya membuka Kegiatan Peningkatan Kapasitas Probity Advice PBJP menjelaskan, bahwa para advisor merupakan salah satu pihak yang membantu LKPP dalam melakukan advokasi kepada K/L/PD""",1886. Netral
926,"1887. ""Kegiatan Probity Advice merupakan proses advokasi dalam PBJ yang dilaksanakan secara konsisten sesuai dengan prinsip penegakan integritas, kebenaran, dan kejujuran serta memenuhi ketentuan perundangan berlaku yang bertujuan mencapai value for money dalam pengadaan barang/jasa. https://t.co/qM7S0lPJqv""",1887. Positif
927,"1888. ""LKPP turut mengembangkan inovasi guna mewujudkan pengadaan yang kredibel dengan menerapkan prinsip-prinsip pengadaan barang/jasa yaitu melalui kegiatan Probity Advice.""",1888. Positif
928,"1889. ""Jakarta - Dalam upaya meningkatkan efektivitas dan efisiensi penyelesaian permasalahan pada pelaksanaan proses pengadaan Barang/Jasa Pemerintah (PBJP), https://t.co/94IyKBlPV9""",1889. Netral
929,"1890. ""@hyang_wisnu @kemkominfo @PlateJohnny @jokowi @LKPP_RI @PlateJohnny menyatakan kesiapan untuk memberikan dukungan untuk pengadaan barang dan jasa pemerintah yang menjadi tugas LKPP.@kemkominfo""",
930,"1981. ""Jakarta – Kepala LKPP Abdullah Azwar Anas didampingi Sekretaris Utama Robin Asad Suryo dan Deputi Bidang Pengembangan dan Pembinaan SDM Sutan Suangkupon Lubis melakukan audiensi ke Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokarasi (KemenPANRB), Jumat (08/04). https://t.co/MkLKjZChLP""",1981. Netral
931,"1982. ""@polkawarnft @lkjh489354 @LKPP_RI @LKBajpaiBJP #MoveToEarn #PolkaWarMoveToEarn""",1982. Netral
932,"1983. ""Harapannya, dengan pendampingan LKPP terhadap proyek peningkatan jalan Empunala di Kota Mojokerto dapat berjalan dengan lancar sesuai waktu yang telah ditentukan dan terhindar dari permasalahan yang mungkin timbul di kemudian hari. https://t.co/JCqDtyB9dA""",1983. Positif
933,"1984. ""Oleh karena itu kegiatan peningkatan jalan Empunala diharapkan dapat meningkatkan tingkat aksesibilitas warga sehingga nantinya dapat membuka peluang usaha dan investasi seluas-luasnya.""",1984. Positif
934,"1985. ""Walikota Mojokerto Ika Puspitasari mengatakan, jalan Empunala Kota Mojokerto yang merupakan kota penyangga Kota Surabaya, memerlukan infrastruktur yang memadai dan dilakukan banyak perbaikan. https://t.co/ib8gMrXKWr""",1985. Netral
935,"1986. ""“Setelah melakukan koordinasi dengan LKPP, semoga permasalahan dan isu yang dialami oleh Kota Mojokerto dapat segera terurai.” Kata Anas.""",1986. Positif
936,"1987. ""Kepala LKPP Abdullah Azwar Anas berharap melalui pendampingan LKPP terhadap pekerjaan jalan Empunala dapat berjalan dengan lancar dan tidak ada permasalahan yang timbul di kemudian hari.""",1987. Positif
937,"1988. ""menerima audiensi Walikota Kota Mojokerto Ika Puspitasari beserta jajaran terkait pendampingan pekerjaan peningkatan jalan Empunala secara daring pada Kamis (07/04). https://t.co/XmPlXvXV8N""",1988. Netral
938,"1989. ""Jakarta - Kepala LKPP didampingi oleh Deputi Bidang Hukum Dan Penyelesaian Sanggah Setya Budi Arijanta dan Direktur Penanganan Permasalahan Hukum Jhon Piter H. Situmorang https://t.co/hq6HXvjDxF""",1989. Netral
939,"1990. ""Turut hadir dalam diskusi, Deputi Bidang Monitoring-Evaluasi Dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto dan Deputi Bidang Hukum Dan Penyelesaian Sanggah LKPP Setya Budi Arjianta.""",1990. Netral
940,"1991. ""“Kami harap dapat memaksimalkan PDN dan UMK-Koperasi di Kab. Bojonegoro untuk dapat terlibat dalam Pengadaan Barang/Jasa Pemerintah (PBJP) serta mendorong tercapainya target belanja Rp400 triliun untuk PDN dan UMK-Koperasi.” Tutur Ana. https://t.co/aoVFROEtaZ""",1991. Positif
941,"1992. ""Bupati Kabupaten Bojonegoro Ana Mu’awanah mengatakan anggaran Dana Desa di Kabupaten Bojonegoro dengan jumlah Rp452 miliar diharapkan dapat dimanfaatkan oleh UMK-Koperasi dan peningkatan penggunaan produk lokal. https://t.co/958K2u5wvO""",1992. Positif
942,"1993. ""“Melalui Katalog Elektronik, persaingan usaha terbuka sangat besar. Dorongan untuk UMK-Koperasi, PDN, dan mengurangi impor akan terus kita lakukan. Komitmen Kab. Bojonegoro sangat tinggi, saya harap dapat menjadi contoh bagi Kab/Kota lainnya.” Tegas Anas. https://t.co/9Rvi7liNsN""",1993. Positif
943,"1994. ""Kepala LKPP Abdullah Azwar Anas menyampaikan dengan Katalog Elektronik, PBJ dapat dilakukan secara efisien, efektif, terbuka dan bersaing, transparan, adil dan tidak diskriminatif, serta akuntabel.""",1994. Positif
944,"1995. ""khususnya di Kabupaten Bojonegoro untuk ikut serta dalam Pengadaan Barang/Jasa Pemerintah (PBJP) melalui Katalog Elektronik pada Kamis (07/04).""",1995. Positif
945,"1996. ""Jakarta - Kepala LKPP Abdullah Azwar Anas menerima kunjungan kerja Bupati Kabupaten Bojonegoro Anna Mu’awanah beserta jajaran terkait tindak lanjut dukungan pemerintah terhadap Usaha Mikro, Usaha Kecil, dan Koperasi (UMK-Koperasi) dan peningkatan penggunaan Produk Dalam Negeri https://t.co/QF9BdTsyTi""",1996. Positif
946,"1997. ""KemenkopUKM: Acara ini merupakan kolaborasi #KemenKopUKM dan @LKPP_RI  bersama @inaproductcom.Daftarkan juga produk sobat di tautan berikut ya! https://t.co/Z0My5G5Wg2 Jangan sampai di lewatkan ya sobat 🤗#UMKMJadiPrioritas https://t.co/bZkYagOUKL""",1997. Positif
947,"1998. ""Acara ini merupakan kolaborasi #KemenKopUKM dan @LKPP_RI  bersama @inaproductcom.Daftarkan juga produk sobat di tautan berikut ya! https://t.co/nZZ0s50Vm9 Jangan sampai di lewatkan ya sobat 🤗#UMKMJadiPrioritas""",1998. Positif
948,"1999. ""bacot. @LKPP_RI  kapan diperiksa?""",1999. Negatif
949,"2000. ""Gedung ini juga akan diperindah dengan berbagai karya seni Indonesia. Direncanakan proses pembangunan gedung KBRI Berlin akan rampung pada pertengahan tahun 2024. https://t.co/HKlDm7Hd4S""",2000. Posit
950,"2001. ""Selain sebagai ruang kantor, gedung tersebut juga akan dilengkapi dengan fasilitas pelayanan publik, perpustakaan, serta kegiatan promosi ekonomi dan budaya Indonesia di Berlin.""",2001. Netral
951,"2002. ""Duta Besar RI untuk Jerman Arif Havas Oegroseno mengatakan Gedung baru KBRI Berlin dibangun di atas tanah milik KBRI Berlin. Gedung itu akan memiliki lima lantai dengan total luas bangunan sekitar 5.194 meter persegi. https://t.co/0lq7EuAEvk""",2002. Netral
952,"2003. ""Anas juga menambahkan, saat ini LKPP telah melakukan pembekuan lebih dari 5000 produk impor dalam Katalog Elektronik. Ia meyakini langkah tersebut akan dapat mendorong industri dalam negeri dan memperluas lapangan kerja.""",2003. Positif
953,"2004. ""Untuk itu, LKPP telah melakukan pemangkasan birokrasi dan mengubah proses bisnis dalam Katalog Elektronik. Dengan proses bisnis yang baru, pemerintah memberi ruang yang luas bagi produk dalam negeri dan UMK-Koperasi untuk dibeli pemerintah.""",2004. Positif
954,"2005. ""Dalam kesempatan tersebut, Anas menyebutkan, LKPP saat ini sedang menjalankan arahan Presiden Jokowi untuk mengakselerasi pemanfaatan produk dalam negeri dan pelibatan UMK-Koperasi dalam PBJ.""",2005. Positif
955,"2006. ""“Kita akan terus dukung dan membantu dengan pendampingan. Teman-teman di LKPP yang telah lama ikut dan mengetahui siap membantu. Semoga cepat terealisir karena saya yakin hasilnya akan luar biasa.“ imbuhnya.""",2006. Positif
956,"2007. ""Anas memandang, sebagai gedung representasi Pemerintah Indonesia di Jerman, gedung KBRI Berlin diharapkan dapat membantu diplomasi Indonesia di Jerman dan Eropa.""",2007. Positif
957,"2008. ""Jakarta - Kepala LKPP Abdullah Azwar Anas menyatakan pihaknya siap membantu melakukan pendampingan pembangunan gedung baru Kedutaan Republik Indonesia di Berlin yang saat ini sedang memasuki tahapan pemilihan interior dan loose furniture. https://t.co/zskinNi3FO""",2008. Positif
958,"2009. ""@LKPP_RI Mengapa susah di akses ya ekatalog LKPP?""",2009. Netral
959,"2010. ""@LKPP_RI web e-katalognya ga bisa dibuka bos..""",2010. Netral
960,"2071. ""Kunjungan tersebut dalam rangka menindaklanjuti arahan Presiden RI Joko Widodo kepada seluruh K/L/PD untuk melakukan pengadaan barang/jasa dengan mengunakan Produk Dalam Negeri dan Usaha Mikro dan Usaha Kecil-Koperasi (UMK-Koperasi). https://t.co/WUm0LJDHps""",2071. Netral
961,"2072. ""Jakarta - Kepala LKPP Abdullah Azwar Anas didampingi Pimpinan Tinggi Madya dan Pratama LKPP menerima audiensi Sekretaris Jenderal Kementerian Sosial (Kemensos RI) Harry Hikmat beserta jajaran pada Kamis (31/3) bertempat di Kantor LKPP. https://t.co/14nFnTJtHD""",2072. Netral
962,"2073. ""@LKPP_RI Sirup lkpp susah login bosq""",2073. Negatif
963,"2074. ""Harusnya pengadaan Lampu PJU itu harusnya penyedia barang memiliki TKDN diatas 50% minimal. Seperti anjuran @jokowi . Ini cuma modal esembling 20% TKDN lolos di Pengadaan PJU @DKIJakarta@BinaMargaDKI @HariNugie @ArizaPatria @aniesbaswedan , @LKPP_RI Juga main listing aja. https://t.co/6Q3eYft3dn""",2074. Positif
964,"2075. ""@LKPP_RI jangan hanya pencitraan info doang, tapi permudah lah informasi pendaftaran bagi calon penyedia ekatalog.""",2075. Negatif
965,"2076. ""Tolong diperbaiki min, karena ada kesalahan input sehingga harus diperbaiki hari ini, makasih @eproc_LKPP @LKPP_RI https://t.co/ay69mi9Of0""",2076. Netral
966,"2077. ""@LKPP_RI Berani ngak LKKP buatka versi SPSE yg data pemenang tender yg sdh ada bintang'y bisa dilihat juga data'y oleh peserta tender yg lain..""",2077. Negatif
967,"2078. ""Inpres tersebut salah satu poinnya mengatur agar K/L/PD untuk merencanakan, mengalokasikan, dan merealisasikan paling sedikit 40% nilai anggaran belanja barang/jasa untuk menggunakan produk Usaha Mikro, Usaha Kecil, dan Koperasi dari hasil produksi dalam negeri.""",2078. Netral
968,"2079. ""Pemerintah juga telah mengeluarkan regulasi berupa Instruksi Presiden Nomor 2 Tahun 2022 tentang Percepatan Peningkatan Penggunaan PDN dan produk UMK-Koperasi dalam rangka Menyukseskan Gerakan Nasional Bangga Buatan Indonesia pada Pelaksanaan Pengadaan Barang/Jasa Pemerintah.""",2079. Netral
969,"2080. ""Anas juga mengungkapkan bahwa dalam mendorong penggunaan PDN dan UMK-Koperasi dalam APBN/APBD, pemerintah memiliki target Rp400 T APBN/APBD TA 2022 )digunakan untuk belanja PDN dan UMK-Koperasi. https://t.co/qrulY29cju""",
970,"2151. ""Lebih lanjut dalam merealisasikan target yang telah ditetapkan oleh Pemerintah, LKPP melalukukan koordianasi dengan berbagai pihak, salah satunya dengan Telkom Indonesia dalam rangka menyempunakan sistem pengadaan secara elektronik.""",2151. Netral
971,"2152. ""salah satunya LKPP meringkas alur penayangan produk yang sebelumnya butuh 8 tahap menjadi hanya 2 tahap saja.""",2152. Netral
972,"2153. ""Pada kesempatannya pula, Anas mengungkapkan bahwa dalam meningkatkan penggunan PDN dan Produk UMK-Koperasi, LKPP memangkas birokrasi/tahapan untuk masuk ke e-Katalog, baik itu e-Katalog nasional maupun lokal,""",2153. Netral
973,"2154. ""Dalam sambutannya, Kepala LKPP Abdullah Azwar Anas mengungkapkan komiten Pemerintah dalam meningkatkan penggunaan PDN dan produk UMK–Koperasi melalui penyusunan Instruksi Presiden perihal penggunaan PDN dalam PBJP.""",2154. Netral
974,"2155. ""Acara yang dihelat Jakarta ini juga turut dihadiri oleh Kepala LKPP ke-3 Agus Prabowo dan Kepala LKPP ke-4 Roni Dwi Susanto. https://t.co/WoqVZDkS3F""",2155. Netral
975,"2156. ""Jakarta – Kepala LKPP Abdullah Azwar Anas hadir secara luring dalam gelaran Deklarasi, Pengukuhan dan Rapat Nasional I Asosiasi Vendor Indonesia (AVENDO) pada Sabtu (26/3) di Jakarta. https://t.co/8ZsfJiUHRo""",2156. Netral
976,"2157. ""Deklarasi Asosiasi Vendor Indonesia Bersama Kepala LKPP RI#asosiasi #vendors https://t.co/QbcApuWd4J""",2157. Netral
977,"2158. ""deklarasi Asosiasi Vendor Indonesia Bersama Kepala LKPP RI https://t.co/vDir2QbROk""",2158. Netral
978,"2159. ""@z333ta @LKPP_RI @LpknCenter Ajiig""",2159. Netral
979,"2160. ""@LKPP_RI mohon izin min, apakah server LPSE 4.4 error atau tidak bisa login. Keterangan user atau pasword salah.. Padahal saya bisa login di lpse 4.3 mohon petunjuk. Terima kasih.""",2160. Net
980,"2161. ""@AAC1ub @solice_io @xCryboy @KJ_Huntelaar @LKPP_RI""",2161. Netral
981,"2162. ""19.09 #BeritaSONORA - Kegiatan Arahan Presiden tentang Aksi Afirmasi Bangga Buatan Indonesia ini terlaksana atas kerja sama @kemenkomarves, @Kemenparekraf, @setkabgoid, @Kemenperin_RI, @Kemendagri_RI, @KemenkopUKM, @kemkominfo, dan @LKPP_RI.#PotretKabinet https://t.co/5CrsRFBeOv""",2162. Positif
982,"2163. ""Sesuai arahan Presiden RI Joko Widodo, Kementerian PPN/Bappenas mendorong daerah untuk menciptakan efektivitas belanja sekaligus mendorong peran sentral @lkpp_ri untuk pelaksanaan setiap program pembangunan 🏗️#Bappenas #MembangunIndonesia #Rakorgub2022 #RapatKoordinasiGubernur https://t.co/khSoDEu1JM""",2163. Positif
983,"2164. ""Via @LKPP_RI""",2164. Netral
984,"2165. ""Via @LKPP_RI""",2165. Netral
985,"2166. ""Ini dimaksudkan agar barang UMK yang dibeli pemerintah akan langsung dibayar tanpa perlu menunggu termin.""",2166. Netral
986,"2167. ""Selanjutnya, pemerintah menerbitkan Kartu Kredit Pemerintah dan Kartu Kredit Pemerintah Daerah sebagai pegangan bagi pengelola pengadaan untuk melakukan transaksi katalog elektronik.""",2167. Netral
987,"2168. ""Kemudian, Pelaku UMKtidak lagi diwajibkan menggunakan label SNI untuk masuk ke dalam Katalog Elektronik kecuali untuk produk yang menyangkut keselamatan jiwa.""",2168. Netral
988,"2169. ""“Demikian pula proses penayangan ke e-katalog nasional kita siapkan ke depan hanya 2 tahap karena kita mengintegrasikan SIKaP dan e-katalog,” ujar Anas.""",2169. Netral
989,"2170. ""“Selanjutnya seluruh kabupaten/kota sudah dapat menjadi pengelola e-Katalog Lokal. Tahapan menjadi pengelola e-Katalog Lokal dari empat tahap menjadi satu tahap,” ujar Anas.""",2170
990,"2221. ""Hal ini sejalan dengan amanat Presiden RI Joko Widodo bahwa penggunaan APBN/APBD tahun 2022 harus mampu menyerap minimal Rp400 triliun PDN dan UMK-Koperasi, sehingga dapat mendorong pemulihan ekonomi nasional.""",2221. Netral
991,"2222. ""BADUNG - Upaya pemerintah mendorong optimalisasi belanja APBN/APBD untuk PDN dan UMK serta koperasi terus dilakukan. https://t.co/vUpfRWsSD2""",2222. Netral
992,"2223. ""@LKPP_RI min, ganti alamat apa harus ke kantor ya? apa tdk bisa melalui email sja?""",2223. Netral
993,"2224. ""@KemenkopUKM @LKPP_RI Assalamualaikum selamat pagiiiiiiiiii... Apakah permodalan nyaw dapat di bantu, sebab dana minim sekali.""",2224. Positif
994,"2225. ""@evalez_fr @DitjenPajakRI @LKPP_RI Iya juga ya 🤭""",2225. Netral
995,"2226. ""@evalez_fr @DitjenPajakRI @LKPP_RI Harusnya kena potong 15% https://t.co/TwF9LHiBrl""",2226. Negatif
996,"2227. ""@lordnarra @LKPP_RI 😂 Haruslah, biar gada mark up. Trus hrs ada uji kompetensi dan klw gagal bersedia tdk dibayar (cukup ongkos akomodasi aja)""",2227. Positif
997,"2228. ""@datukpancilok Udh tak tanyain @DitjenPajakRI ngga jawab, standar biaya pengadaan jasa pawang hujan juga tak tanyain ke @LKPP_RI, koq mahal banget honornya.https://t.co/yNJbtWU0Yh""",2228. Negatif
998,"2229. ""Min @LKPP_RI kalau untuk proses pengadaan ""jasa pawang hujan"" 😁 ada tarif SBU nya ngga ?""",2229. Netral
